H-001, Supremo Medieval,  5,49, 13,80, 001
H-002, Big Medieval,  4,13, 9,80, 001
H-003, Salad Burguer,  2,75, 6,80, 001
H-004, Triplo-X,  4,30, 10,40, 001
H-005, Duplo-X,  3,38, 8,40, 001
H-006, Burguer-X,  2,45, 6,40, 001
H-007, Burguer,  1,96, 4,80, 001
